"ERR4507911";"ERR4507912";"ERR4507913";"ERR4507914";"ERR4507915";"ERR4507916"
0;0;0;0;0;0
0;0;0;0;0;0
0;0;2;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
14;3;7;5;5;31
0;0;0;0;0;0
0;0;0;0;0;2
43;27;59;16;18;105
5;4;2;0;0;3
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
69;23;71;39;45;133
0;0;0;0;0;0
0;0;0;0;0;0
1;0;0;0;0;0
2;0;0;1;2;2
0;0;0;0;0;1
5;4;4;0;0;5
2;2;3;0;1;1
0;0;1;3;2;0
0;0;2;0;2;1
0;0;0;0;0;0
6;3;2;3;0;10
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;2
2;0;1;5;1;6
0;0;0;0;0;0
0;0;2;0;0;0
0;0;0;0;0;0
0;1;0;0;0;0
0;0;4;2;0;2
2;0;0;0;0;1
4;9;9;5;8;23
0;0;0;0;0;0
1;0;4;2;0;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;2;0;0;0;0
3;0;0;0;2;2
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
17;17;11;16;13;41
0;0;0;0;0;0
0;0;0;0;0;0
6;0;8;11;10;25
0;0;0;0;0;0
145;146;80;101;89;102
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;3;3;5;2;7
29;14;38;25;20;63
0;0;0;0;0;2
2;0;0;0;0;0
0;0;0;0;0;0
79;21;61;59;38;144
0;0;0;0;0;1
2;0;0;1;0;2
0;2;0;0;1;2
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;4;0;0;6
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;2
7;2;6;3;4;13
1;0;1;1;0;2
0;0;2;0;2;3
0;0;0;0;0;0
657;417;879;608;416;1888
0;0;0;0;0;0
7;1;5;1;4;6
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;2;4;1;1;2
0;0;2;0;0;0
5;2;0;3;0;4
251;136;264;172;134;497
0;0;0;0;0;0
3;0;2;3;4;11
2;4;4;0;0;4
0;0;0;0;0;0
2;4;2;1;1;3
6;0;12;0;2;8
0;0;0;0;0;0
31;34;35;56;29;72
0;0;0;0;3;0
0;0;0;0;1;0
0;0;0;0;0;0
0;0;0;0;1;0
0;0;0;0;0;0
3;0;6;5;0;5
0;0;0;0;1;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;3
0;0;0;0;0;0
2;0;6;0;1;10
0;0;0;0;0;0
15;1;17;15;8;29
0;0;0;0;0;0
0;0;0;0;0;0
0;0;2;0;0;0
0;0;0;1;0;0
0;0;0;0;0;0
0;0;0;0;0;0
18;11;19;14;11;35
2;1;3;5;2;5
0;0;0;0;0;0
3;2;1;0;0;0
0;0;0;0;0;0
1;0;0;0;1;0
2;0;3;5;1;5
0;0;0;0;0;3
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
2;1;0;1;2;2
0;0;0;0;0;0
0;0;0;0;0;0
1;0;3;0;2;3
3;0;7;2;2;3
0;0;0;0;0;0
0;0;0;0;0;0
61;38;32;57;34;126
54;28;75;37;31;136
4;0;5;3;0;4
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;1;1;0;1
6;2;15;21;18;34
0;0;0;0;0;0
93;44;117;99;76;210
0;0;0;0;0;0
0;0;0;0;0;0
140;68;170;26;12;50
0;0;0;0;1;4
0;0;1;1;6;0
1;0;2;0;0;1
0;0;0;1;0;3
6;2;1;2;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;3;0;0
0;0;0;0;0;0
0;0;1;0;0;0
0;0;0;0;0;0
0;0;0;0;0;2
0;0;0;0;2;0
0;0;0;0;2;0
0;0;0;0;0;0
23;15;26;25;11;53
10;0;16;16;7;24
330;194;300;194;155;551
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;2;3
0;0;0;0;0;1
30;5;38;10;11;34
0;0;0;0;0;0
71;19;83;66;50;152
0;0;0;0;0;0
0;0;0;0;0;0
2;6;0;6;4;4
0;0;0;0;0;0
0;0;0;0;0;0
94;36;67;79;57;145
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
6;1;5;3;11;17
0;0;0;0;0;0
1;0;0;0;0;0
3196;1768;3627;2237;1823;7930
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;2;2;1;0;0
0;0;0;0;0;0
5;2;5;11;4;18
0;0;0;0;0;4
60;35;51;56;19;85
6;8;8;17;0;9
0;0;0;0;0;0
0;0;0;0;0;0
8;4;4;0;3;7
0;0;4;0;0;0
3;0;0;0;0;0
0;0;0;0;0;0
0;0;3;0;2;2
2;2;0;3;2;7
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
138;44;129;132;73;278
0;2;2;4;0;6
1990;1383;1931;1308;773;2676
2;0;0;0;0;0
2;0;2;2;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;1;1;1;0
11;0;0;5;3;9
7;4;6;1;2;11
0;0;0;0;0;0
0;0;0;0;0;0
0;2;1;2;0;3
0;0;0;0;0;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;1;1
0;0;0;0;0;0
2;0;0;0;0;0
1;0;0;1;0;0
0;0;1;0;2;2
0;0;0;0;0;0
98;53;108;101;74;134
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
6;0;9;0;2;7
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;3;0;0;3
0;0;0;0;0;0
0;0;0;0;0;2
0;0;0;0;0;0
4;0;0;1;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;2;2
19;13;11;28;5;36
0;0;0;0;0;0
0;0;0;0;0;0
2;0;2;1;0;5
0;0;1;0;0;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
1;0;0;0;1;0
0;0;0;0;0;0
4;0;15;16;2;14
0;0;0;0;0;0
670;578;839;630;395;1890
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;1;0;0
0;0;0;0;0;0
0;0;0;0;0;0
1;2;1;5;0;2
15;18;17;13;12;34
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;1
0;0;1;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
612;377;651;586;343;1249
22;13;57;15;8;50
2;0;0;1;0;2
0;0;0;14;0;0
0;0;0;0;0;0
9;5;6;6;2;20
0;0;0;0;0;0
3;1;8;14;1;3
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;3;0;0
0;4;0;0;0;1
0;0;0;0;0;0
0;0;0;0;0;0
1;0;1;1;0;0
71;24;56;46;29;79
0;0;0;0;0;0
4;6;12;6;5;27
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
12;0;33;15;13;41
7;1;3;3;7;7
0;0;0;0;0;0
0;0;0;0;2;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
10;8;17;27;14;57
0;0;0;0;3;0
0;0;0;0;0;0
10;7;8;13;19;34
2;0;1;0;0;0
0;0;0;2;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
4;2;0;3;2;10
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
2;0;0;0;0;0
164;76;163;171;97;343
0;0;0;0;0;0
0;0;0;0;0;0
1;2;7;5;0;3
7;2;0;0;0;2
0;0;0;0;0;0
20;2;8;11;13;27
0;0;0;0;0;0
1;0;0;1;1;3
0;0;0;1;0;2
0;0;0;0;0;0
0;0;0;0;0;0
10209;5113;11521;8061;5138;22188
0;0;0;0;0;0
1;0;1;7;0;3
0;2;0;0;0;0
0;0;0;0;0;0
2;0;2;0;0;3
0;0;0;0;0;0
6;2;6;6;3;12
0;2;0;0;0;0
2;0;0;0;0;0
0;0;0;0;0;0
0;0;0;2;1;1
0;0;0;0;0;0
7;0;2;2;0;10
1;0;0;0;2;0
2;0;2;0;0;0
8;4;4;3;0;7
22;10;16;24;3;15
0;0;0;0;0;0
9;5;6;6;13;17
2;0;0;0;0;0
0;0;0;0;0;0
3;0;5;4;0;1
0;0;0;0;0;0
0;2;1;1;0;2
0;0;0;0;0;0
0;0;0;0;0;0
0;1;7;5;3;15
0;0;0;0;0;0
0;0;0;1;0;2
0;0;0;0;0;0
1;0;1;2;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
29;5;15;40;10;53
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
3;0;9;3;2;10
0;0;0;0;0;0
0;0;0;0;0;0
97;60;122;149;75;266
0;0;0;0;0;0
0;0;2;0;0;5
0;1;0;3;0;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
23;20;13;16;11;29
0;0;0;0;0;0
53;40;81;52;40;171
759;409;819;617;355;1230
0;0;2;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
50;26;50;37;30;97
1;0;1;2;0;7
0;0;0;0;0;0
0;0;2;1;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;1
8;2;11;4;8;23
2;0;0;0;0;0
26;8;13;34;11;47
0;0;0;0;0;0
0;0;0;0;0;0
0;4;2;0;3;3
8;1;11;7;0;6
0;0;2;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
42;8;28;48;15;65
0;0;0;0;0;0
0;0;0;0;0;1
0;1;0;0;0;0
5;0;6;1;0;7
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;2;0;0;0;0
6;3;8;2;8;9
4;1;2;2;0;5
0;0;0;0;0;0
0;2;2;0;0;2
2;0;4;3;0;2
1;8;6;9;4;12
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
17;6;10;12;1;12
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
19;4;21;14;17;23
0;0;0;0;0;0
0;0;0;0;0;0
6;0;0;2;1;6
0;1;1;0;1;1
0;0;0;0;0;0
0;0;0;2;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;1
0;0;0;2;0;6
37;23;24;46;16;60
0;1;0;0;0;0
0;0;0;0;0;1
0;0;0;0;0;0
0;0;2;0;0;6
0;0;0;0;0;0
0;0;0;0;0;0
47;28;66;67;29;102
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
5;4;4;7;2;8
0;0;0;0;0;0
0;0;0;0;0;0
3;5;3;4;2;7
0;0;0;0;0;0
0;0;0;0;0;0
0;4;2;0;0;3
0;0;0;0;0;0
0;0;0;0;0;0
16;4;10;11;11;29
0;0;0;0;0;0
0;0;0;0;0;0
0;0;2;0;0;0
0;0;0;0;0;0
70;40;78;48;38;104
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
2;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
1;1;1;1;0;2
24;6;44;35;16;54
0;0;1;0;0;0
0;0;1;1;1;3
31;14;53;46;16;93
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
3;2;1;1;3;11
0;0;0;0;0;0
1;0;1;0;0;5
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
1;0;3;0;0;0
2;3;0;2;3;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
1;0;0;0;0;0
0;0;0;1;0;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;2;0;0;3
0;0;0;0;0;0
8;4;4;3;2;4
2;2;0;1;0;0
27;22;23;25;19;60
0;0;0;0;0;0
0;0;0;0;0;0
0;0;2;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
2;0;2;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
2;0;0;0;2;0
0;0;0;0;0;0
0;0;0;2;2;0
17;3;8;12;2;14
17;4;19;17;28;33
0;0;0;0;0;0
0;0;7;5;2;8
2;0;0;1;1;7
0;0;0;0;0;0
4;0;0;2;2;4
0;0;0;0;0;0
0;0;0;0;0;0
3;4;6;2;4;18
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
51;46;73;56;61;117
0;0;0;0;0;0
0;0;0;0;0;0
113;65;166;122;93;374
2;0;1;2;0;0
2;0;0;1;0;5
0;0;0;0;0;0
5;0;3;2;0;0
0;0;0;0;0;0
2;0;0;6;2;0
2;2;0;0;0;0
1;0;0;0;0;0
5;1;1;0;4;2
0;0;0;0;0;0
0;0;0;0;0;0
2;0;0;0;0;1
0;2;0;0;1;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;2;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
1;1;3;1;1;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
3;6;7;4;9;23
0;0;0;0;0;0
0;0;0;2;1;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;1;0;0;0
0;0;0;0;0;0
4;0;0;0;0;0
2;0;6;2;4;8
0;0;0;0;0;0
3;0;3;0;0;4
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
21018;8693;23080;17675;12046;53445
0;0;0;0;0;0
3;6;8;7;3;21
0;0;0;0;0;0
5;0;5;0;0;3
120;46;110;91;32;155
26;9;27;29;8;52
0;0;0;0;0;0
1;0;0;0;0;2
0;1;0;0;1;0
0;0;0;0;0;0
0;0;0;0;0;0
1;1;1;2;0;1
0;0;0;0;0;0
0;0;0;0;0;0
2;6;0;7;2;19
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
163;30;134;124;56;221
1;0;3;0;0;0
0;0;2;0;0;0
29;8;22;12;9;48
0;0;0;0;0;0
0;0;0;0;0;0
2;1;4;4;1;5
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
15;13;45;12;3;28
0;0;0;0;0;0
0;0;0;0;0;0
0;2;0;0;0;0
1;2;2;4;0;0
0;0;0;0;0;0
0;0;0;0;0;0
5;2;10;11;10;23
443;244;433;402;185;824
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
20;1;8;8;4;19
0;0;0;0;0;0
1;1;2;1;2;2
0;0;0;0;0;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;1;0;0;0;0
0;0;0;0;0;0
16;2;21;11;11;31
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
4;4;9;1;3;34
0;0;0;0;0;0
1;0;3;8;1;0
2;0;1;0;0;2
0;0;0;0;0;0
0;0;2;0;0;0
3;6;11;9;3;13
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
8;0;2;1;5;6
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;2;0;0;0
9;9;8;9;4;14
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;1
0;2;0;2;0;2
0;0;0;0;0;0
0;0;0;0;0;0
2;0;0;0;0;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
1;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
1;0;0;0;0;3
0;0;1;0;0;0
2;0;0;0;0;0
8;12;11;14;3;9
0;0;0;0;0;0
2;0;2;0;0;3
0;0;0;0;0;0
27;21;15;43;4;39
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;1;0;2;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;1;0;3;0;0
0;0;0;0;0;4
0;0;0;0;0;0
0;0;0;0;0;0
2;0;0;1;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;1;3
0;0;0;0;0;0
7;1;6;2;2;8
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;2;0;1;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;1;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
96;54;81;84;38;174
27;32;34;22;17;82
0;0;0;0;0;0
0;0;2;0;0;5
9;0;11;12;7;9
0;0;0;0;0;0
0;0;1;0;2;4
0;0;0;0;4;5
0;0;0;0;0;0
0;0;0;0;0;0
19;6;11;10;1;4
8;8;12;6;5;21
0;0;0;0;0;0
17;6;21;25;9;33
0;0;0;0;0;0
0;0;2;0;0;0
0;0;0;0;0;0
1;0;0;1;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;2;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
132;53;124;123;75;285
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
8;0;9;6;4;17
6;2;0;0;0;1
0;0;0;0;0;0
0;0;0;1;2;0
0;0;0;0;0;0
0;0;0;0;0;0
1;0;1;0;0;3
0;0;0;0;0;0
0;0;0;0;0;0
2;0;0;1;0;7
1;0;0;0;0;1
0;0;0;0;0;0
0;0;0;0;0;0
6;4;0;8;2;16
0;0;0;0;0;0
0;0;0;3;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;3;2;3
0;0;0;0;0;0
0;0;0;0;0;2
0;0;0;0;0;0
42;10;24;42;6;58
0;0;0;0;0;0
0;0;0;0;0;0
0;0;1;2;2;3
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;6
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
7;6;10;14;15;34
0;0;0;0;0;0
0;0;0;0;0;0
2;0;0;0;0;0
2;0;0;0;0;0
0;0;0;0;0;1
0;0;2;1;0;3
13;11;13;7;9;38
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;2
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
1;4;0;1;0;1
7;4;1;2;2;11
0;0;0;0;2;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;2;0;2;0
2;0;0;5;2;4
0;0;0;0;0;0
0;0;0;0;0;0
14;2;11;7;9;17
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;2;0;1;1
2;0;5;9;0;5
13;8;4;15;5;25
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
1;1;1;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;2;2;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
17;7;16;12;7;35
1;0;4;1;1;2
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
8;0;7;1;4;10
0;0;0;0;0;0
2;3;0;2;2;0
0;0;0;0;0;2
1;0;0;0;0;3
0;0;0;0;0;0
0;0;1;0;0;0
2;0;0;1;0;3
1;0;0;0;0;2
0;0;0;0;0;0
0;0;0;0;0;0
1;6;6;3;1;2
0;0;0;0;0;2
0;0;0;0;0;0
60;42;81;56;42;107
0;0;0;0;0;0
0;0;0;0;0;0
1;2;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;2
0;0;0;0;0;0
0;0;0;0;0;0
0;0;5;0;0;7
0;0;0;0;0;0
1;0;5;1;2;11
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
10;11;10;5;3;15
2;0;0;0;0;0
0;0;0;0;0;0
9;1;5;3;0;10
1;0;0;0;1;1
18;1;12;11;4;24
0;0;0;0;0;0
5;1;5;2;1;13
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
6;4;16;2;16;28
0;0;0;0;0;0
0;0;0;0;0;0
0;0;1;3;0;4
0;0;0;0;0;0
0;0;0;0;0;0
0;0;1;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
2;3;0;0;0;2
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
11;1;5;0;1;11
158;71;182;119;78;228
0;0;0;0;0;0
0;0;2;0;0;0
4;0;0;0;9;5
0;0;1;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
2;0;0;0;0;4
0;0;0;0;0;0
0;0;0;0;0;0
0;0;2;0;0;0
0;0;0;0;0;0
3;0;0;0;0;2
4;2;1;5;5;8
0;0;0;0;0;0
0;0;0;0;0;0
1;0;0;0;0;0
0;0;0;0;0;0
78;32;68;65;28;152
0;0;0;0;0;0
6;2;11;0;2;6
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
8;5;7;8;2;31
0;0;0;1;0;0
0;0;0;0;0;0
0;1;2;0;0;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
1;2;5;2;0;2
0;0;0;0;0;0
0;0;0;0;0;3
0;0;0;0;0;0
0;0;0;0;0;0
2;0;0;0;0;3
0;0;0;0;0;0
0;0;0;0;0;0
540;219;536;436;269;1070
0;0;0;3;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;2;0;0
126;53;148;115;84;287
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;1;0;0;2
0;2;0;0;0;0
0;2;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;2;0;0;2;2
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;1;0;2;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
11;2;4;4;2;13
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;1;0;0;0
0;0;0;0;0;0
0;0;2;0;0;0
42;15;48;54;28;90
0;0;0;0;0;0
0;2;2;1;0;0
0;0;0;0;2;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
4;3;3;5;3;17
0;0;0;0;0;2
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;2
0;0;0;0;0;0
2;1;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;1;3;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
7;5;10;5;2;7
0;0;0;0;0;0
0;0;0;0;0;0
2;0;0;0;0;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
16;8;17;6;13;42
0;0;0;0;0;0
0;0;7;3;5;4
0;0;0;0;0;0
0;0;1;0;0;4
0;0;0;1;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;1;0;0
0;0;0;0;0;0
0;0;0;0;0;0
2;1;2;2;0;8
0;0;0;0;0;0
0;0;0;0;0;0
617;412;490;551;386;834
12;1;19;14;6;9
100;35;104;70;53;236
0;0;0;0;0;0
5;1;1;0;1;0
8;4;10;8;5;16
0;0;0;0;0;0
0;0;0;0;2;0
1;1;2;1;0;4
0;0;0;0;0;0
0;0;2;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
4;2;6;2;3;7
1086;380;1121;705;609;2702
0;0;0;0;0;0
0;0;2;0;0;0
0;0;0;0;0;0
1;2;4;1;0;5
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;4;0;0
14;6;17;28;13;39
0;0;0;0;0;0
0;0;0;0;0;0
36;22;50;34;14;64
6;0;2;1;1;2
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
3;2;6;2;2;10
0;0;0;0;0;0
0;0;0;0;0;0
3;0;2;4;4;12
0;0;0;0;0;0
0;0;6;1;0;1
0;0;0;0;0;0
23;11;12;15;21;31
0;0;0;0;0;3
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
6;2;9;7;0;11
0;0;0;0;0;0
2;3;1;1;8;2
0;0;0;0;0;2
21;8;11;2;1;34
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;3;2;0;3
1;0;0;0;1;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
1;0;0;1;3;1
0;0;0;0;0;0
2;0;0;0;0;0
14;7;6;7;6;8
