"ERR4507911";"ERR4507912";"ERR4507913";"ERR4507914";"ERR4507915";"ERR4507916"
0;0;0;0;0;0
0;0;0;0;0;0
28;7;33;24;18;34
1;2;0;0;1;2
0;0;0;0;0;0
0;0;0;0;0;0
7;4;7;7;2;12
0;0;0;0;0;0
4;2;8;9;3;24
0;0;0;0;0;0
0;0;0;0;0;0
4;0;0;3;0;0
0;0;0;0;0;0
22;5;19;27;25;61
0;0;0;2;0;3
0;0;0;0;0;0
0;0;0;0;0;0
111;36;90;122;71;198
0;0;0;0;0;0
0;0;0;0;0;0
2082;908;2127;1514;816;3407
0;0;0;2;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;2;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
1;0;0;0;0;0
1;2;0;6;0;1
0;0;0;0;1;0
1;1;1;1;0;4
0;0;0;2;0;0
0;0;0;0;0;0
0;0;0;0;2;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
4;0;7;5;0;0
21;5;17;13;3;25
0;0;0;0;0;0
17;5;13;29;10;35
0;0;0;0;0;0
0;0;0;0;0;0
9;3;7;4;8;10
3;0;6;0;1;2
0;0;0;0;0;0
0;0;0;0;0;0
0;0;1;0;0;0
2;0;0;0;0;0
2;0;2;3;2;5
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
3;0;0;0;0;2
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;1
30;12;30;4;6;24
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;2
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;2
0;0;0;0;0;0
2;1;2;4;0;5
3;2;5;5;0;4
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
6;1;3;7;0;9
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
22;7;26;26;11;64
0;0;0;0;0;0
0;3;0;0;0;2
0;0;0;0;0;0
0;0;0;0;0;6
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
5;2;9;11;3;11
0;0;0;0;0;0
0;0;0;0;0;0
2;2;1;0;4;0
0;0;0;0;0;0
3;4;6;8;4;23
0;0;0;1;1;0
4;0;0;2;4;2
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;2;0;0
0;0;2;0;0;0
0;0;0;0;0;0
5;2;1;4;2;2
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;2;0
0;0;0;0;0;0
0;2;0;0;0;0
0;0;0;0;0;0
10;3;14;8;3;24
3;2;1;0;0;2
0;0;0;0;0;0
7;9;5;12;8;19
59;40;46;42;29;95
0;0;0;0;2;2
3;0;0;1;0;0
0;0;3;0;0;0
4;0;0;7;4;1
0;0;2;0;0;0
2;2;0;0;0;0
0;0;1;2;2;9
0;0;0;0;0;0
1;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
2;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;1
0;0;0;0;0;2
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
17;16;23;27;15;75
78;62;109;89;43;225
29;11;46;29;18;60
0;2;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
56;29;35;50;21;80
0;0;0;0;0;0
1;0;4;2;1;1
0;0;0;0;0;0
5;0;2;3;0;3
0;0;0;0;0;0
0;0;0;0;0;0
0;3;0;0;0;0
7;6;5;6;8;9
0;0;0;0;0;0
0;0;0;0;0;0
2;0;0;0;0;0
45;28;45;33;32;76
0;0;1;0;0;0
0;0;0;0;0;0
0;0;0;0;2;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;2
0;0;0;0;0;0
0;0;2;0;0;0
299;126;261;428;162;848
2;0;1;12;0;4
0;0;0;0;0;0
0;0;0;2;0;2
1;0;0;2;0;0
0;0;0;0;0;0
508;211;597;770;272;1128
0;0;0;0;0;0
31;18;12;30;6;47
6;0;4;0;2;1
4;4;10;0;6;18
0;0;0;2;0;0
0;1;0;0;1;0
1;0;0;0;0;0
0;0;0;0;2;8
0;0;0;0;0;0
14;12;7;17;4;11
0;0;0;0;0;0
3;1;5;0;0;12
0;0;1;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;1;0;0;2
0;0;0;0;0;0
0;2;0;0;0;0
0;0;0;0;0;0
1;0;0;0;0;2
0;0;0;0;1;3
0;0;0;0;0;0
0;0;4;16;6;3
0;0;0;0;0;2
0;0;0;0;0;0
1;10;6;3;4;13
2;0;0;0;0;2
7;2;26;7;9;9
6;2;2;9;0;7
0;0;0;0;0;0
39;13;26;17;15;52
0;0;0;0;0;0
2;0;0;0;0;3
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;2;0;1;4
0;0;0;0;0;0
3;0;0;0;0;3
0;0;0;0;0;0
0;0;0;0;0;0
14;2;9;11;3;20
43;9;50;27;18;73
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
61;37;65;61;31;124
22;16;14;21;9;39
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;1;0;0
0;0;0;0;0;0
0;0;1;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
7;2;8;2;10;13
9;3;2;1;1;5
27;10;26;16;15;42
0;0;0;0;0;0
0;0;0;0;0;1
4;2;4;3;1;8
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
1;0;0;0;0;2
0;0;0;0;0;0
4;0;4;4;11;7
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;2;0
0;0;0;0;0;0
0;3;0;5;3;1
6;0;1;2;1;3
2;3;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
82;36;94;56;27;149
0;0;0;0;0;0
23;23;47;15;6;54
1;0;1;0;1;3
2;0;4;2;0;5
0;0;0;5;0;2
0;0;2;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;2;0;0
4;0;0;0;1;2
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
4;6;7;9;0;17
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
12;6;10;5;10;30
0;0;0;0;0;0
0;0;0;0;0;0
1;0;2;2;2;4
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
1;5;9;3;1;9
0;0;0;0;0;0
4;0;0;6;0;13
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
544;271;662;428;333;1372
0;0;3;1;0;2
0;0;0;0;0;0
0;0;2;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;2;1;3;2
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;2;2;1;0
6;8;10;3;0;10
4;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;2;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;2
0;2;0;1;0;8
4;5;7;2;0;6
0;0;1;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;4;5;2;3
0;0;0;0;0;0
0;0;0;0;0;4
0;0;0;0;2;0
3;2;3;1;0;2
4;0;2;3;0;4
0;0;0;0;0;0
0;0;0;0;0;1
1;4;5;0;0;4
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
22;16;8;11;13;24
0;0;0;0;0;0
0;0;0;0;0;0
4;5;10;10;10;6
0;0;0;0;0;0
0;0;0;0;0;3
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
6;6;5;6;11;21
0;0;0;0;0;0
0;0;0;0;0;0
0;0;2;0;0;3
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
5;4;0;8;6;11
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;2
0;0;0;0;0;0
0;0;0;0;0;0
562;236;553;719;300;937
3;0;0;0;2;2
84;25;70;62;44;113
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
2;0;0;0;0;0
1;0;0;0;0;1
0;0;0;0;0;0
0;0;0;0;0;0
89;48;89;65;35;190
0;2;0;0;0;5
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
1305;584;1651;1295;791;3023
0;0;0;0;0;0
0;0;0;0;0;0
2;0;2;2;2;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;1;3
0;0;0;0;0;0
0;0;1;0;0;0
0;0;0;4;5;2
0;0;2;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
19;14;20;13;8;34
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;2;2
7;2;14;3;4;8
6;1;11;8;5;21
0;0;0;1;0;1
0;0;0;0;0;0
0;0;3;0;3;0
0;0;0;0;0;0
0;0;0;0;0;0
2;0;0;0;3;0
2;3;0;0;0;0
0;0;0;0;0;0
59;17;78;40;36;143
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
14;12;11;4;4;9
0;0;0;0;0;0
0;0;0;0;0;0
10;4;5;4;2;12
5;0;0;1;2;4
0;0;0;2;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
48;10;48;28;29;125
1;0;0;2;0;3
285;99;275;290;173;579
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;1
0;0;0;0;0;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;5;0;0;2
0;0;0;0;0;0
1;0;2;0;0;1
0;0;0;0;0;0
0;0;0;0;0;0
0;2;1;0;2;2
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;1;2;2;4;3
0;0;0;0;0;0
0;0;0;0;0;0
1;0;2;1;0;0
0;0;0;0;0;0
5;1;3;7;4;6
0;0;0;0;0;2
10;0;0;1;3;5
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
2;6;1;11;1;8
0;0;1;3;0;1
0;0;0;0;0;0
0;0;0;2;0;2
12;0;5;7;3;9
0;0;1;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;2;0;0;0
0;0;1;0;0;2
0;0;0;0;0;0
0;0;0;0;0;0
8;6;14;8;4;19
0;0;0;0;0;0
0;0;0;3;2;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
10;2;8;13;7;34
0;0;6;5;8;7
0;0;4;0;0;0
2;0;6;2;0;4
0;0;0;0;0;0
0;0;0;0;0;0
0;0;1;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
3;0;4;1;7;11
1;0;0;0;0;0
6;2;1;8;4;3
1;1;0;0;0;0
14;6;14;20;11;23
0;0;1;0;0;0
0;0;0;0;0;0
14;4;10;21;3;13
0;0;0;0;0;3
0;0;0;0;0;0
0;0;0;0;0;0
8;3;4;1;2;4
4;3;5;18;3;20
1;3;5;10;2;12
0;0;0;0;0;0
121;56;162;81;86;309
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;2;0;2;0;4
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
19;14;39;30;12;53
8;1;6;5;1;4
0;0;0;0;0;0
0;0;0;0;0;0
6;14;0;2;2;3
0;0;1;0;0;0
7;8;7;10;0;40
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
5;1;0;6;0;6
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;1
36;12;27;18;11;60
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
2;2;2;2;1;0
0;2;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;1;0;0
0;0;0;0;0;0
2;5;21;18;10;26
0;0;0;0;0;0
0;0;0;0;0;0
3;0;0;2;2;6
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;2;0;0
0;0;0;0;0;0
0;0;0;0;0;0
1;0;0;2;1;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;6;1;0;4
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;6;6;2;4;9
7;5;1;7;4;14
0;0;0;0;0;0
2;0;1;0;0;7
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
1;4;2;1;0;1
1369;672;1342;1334;728;2837
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
100;32;75;109;42;135
2;3;0;0;0;4
0;0;0;0;0;0
0;0;0;0;0;0
24;6;22;20;12;34
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
1;6;4;2;1;2
0;0;0;0;0;0
722;375;720;571;419;1538
3;7;3;4;6;13
0;0;0;0;0;0
16;10;33;27;13;68
6;0;2;2;1;2
3;0;1;3;0;0
2;2;2;2;2;3
3;2;1;2;0;7
0;0;0;0;0;0
62;26;49;54;43;135
0;0;0;0;0;0
1;0;2;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
57;21;60;76;37;105
0;0;0;0;0;0
1;0;1;0;0;0
1;0;0;2;0;4
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;1
0;0;0;0;0;0
2;0;3;3;2;2
0;0;0;0;0;0
0;0;0;0;0;0
2;3;1;2;3;6
0;0;0;0;0;0
0;0;0;0;0;4
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;1
1;0;2;4;0;0
0;0;2;0;0;2
0;0;2;0;0;0
0;0;0;0;0;0
0;2;1;2;0;0
0;0;0;0;0;0
0;0;2;0;0;0
0;0;0;0;0;0
9;9;10;8;12;27
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
7;0;6;8;5;33
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
4;4;2;2;2;5
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
20;6;38;9;10;36
3;4;1;2;5;4
27;11;34;69;20;81
7;0;1;0;2;0
0;0;0;0;0;0
14;16;22;4;0;31
0;2;0;7;0;2
0;0;0;0;0;0
0;0;0;0;0;0
9;4;8;6;6;22
0;0;0;0;2;0
0;0;0;0;0;0
2;0;3;2;0;4
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
7;2;6;6;4;16
0;0;0;0;0;0
0;0;0;0;0;0
4;4;2;2;2;4
10;6;3;2;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
778;332;800;520;434;1368
0;0;0;1;0;4
0;0;0;0;0;0
1;2;3;10;4;6
0;0;0;2;1;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
10;6;10;8;6;15
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;2
0;0;1;0;0;0
90;48;88;82;56;203
0;0;0;0;0;2
0;0;0;0;0;0
0;0;2;0;0;0
0;0;0;0;0;0
8;1;7;6;1;12
2;0;4;0;0;5
0;0;0;0;0;0
0;0;2;0;0;0
3;4;0;6;3;14
0;0;2;0;0;0
1;2;0;0;0;0
10;4;5;4;3;5
0;0;0;0;0;0
0;0;0;0;0;0
38;14;32;33;14;63
0;0;0;0;0;2
1;4;9;3;2;5
55;1;34;38;26;86
1;0;1;0;0;2
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
4;0;0;1;0;5
0;0;0;0;0;0
2;0;0;0;0;0
0;0;0;0;0;0
0;2;0;2;0;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
2;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
2;2;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;2;1;2
0;0;0;0;0;0
0;0;1;0;0;2
0;0;0;2;0;0
0;0;0;1;3;5
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;5;4;3
10;1;10;5;6;4
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
1;2;1;1;0;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
1;0;1;2;0;0
0;0;0;0;0;0
0;0;0;0;2;1
4;0;4;3;0;4
1;0;0;3;4;6
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
34;14;17;25;22;46
0;0;0;0;0;0
0;4;0;0;0;2
1;0;0;0;0;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;2;3;2;0;1
0;0;0;1;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
5;0;0;0;0;0
2;0;4;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
2;4;5;6;2;12
0;0;0;0;0;0
567;261;476;454;330;936
0;0;2;2;0;5
90;47;121;75;43;217
0;1;0;1;0;1
1;2;6;1;0;11
0;0;0;0;0;0
0;0;0;0;0;0
6;1;0;2;0;4
0;0;0;0;0;0
0;0;0;0;0;0
16;3;9;4;4;18
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;1;1;2;1;3
0;0;0;0;0;0
0;0;0;0;0;1
1;3;4;1;3;2
7;3;7;14;2;13
0;0;0;0;0;0
1;0;2;2;2;0
17;11;20;12;10;18
0;0;0;0;0;0
34;32;40;16;13;28
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
2;1;0;0;0;0
2;0;0;0;0;2
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;1;0;0;3
0;0;0;0;0;0
0;0;0;0;0;0
0;2;0;0;0;0
0;0;0;1;0;1
1;0;0;0;0;2
0;0;0;0;0;0
0;0;0;0;0;0
2;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;4;6;1;0;13
22;8;18;9;15;26
0;0;0;1;0;0
0;0;0;0;0;0
0;0;0;0;0;1
0;0;0;2;0;0
0;0;0;0;0;0
1;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;1;0;0;0
0;0;0;2;0;0
0;0;0;0;0;0
0;0;1;0;2;3
2;1;0;3;0;2
0;0;0;0;0;0
6;0;2;4;3;21
0;1;0;1;0;1
0;2;0;0;0;1
0;1;2;0;0;0
112;59;94;85;69;246
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
6;0;3;1;1;2
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;2
0;0;0;0;0;0
0;0;0;0;2;0
0;0;0;0;0;0
0;0;0;0;0;0
25;20;21;22;12;45
0;0;0;0;0;0
1;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
4;0;4;5;4;8
0;0;0;0;0;2
0;0;0;0;0;0
0;0;0;0;2;1
0;0;0;0;0;1
0;0;0;0;0;0
0;0;0;0;0;0
4;2;4;0;0;2
4;4;5;1;4;6
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;1;0;2;0;4
0;0;0;0;0;0
0;0;0;0;0;0
2;2;2;12;6;7
0;0;0;0;0;2
0;0;0;0;0;0
0;1;0;1;3;1
0;0;0;0;0;0
32;16;43;49;24;92
10;8;3;7;3;21
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
6;0;4;5;0;8
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
4;0;1;0;0;4
0;6;0;4;0;0
0;0;0;1;0;0
0;0;0;0;0;0
0;0;0;4;0;2
0;0;0;0;0;0
0;0;0;0;0;0
13;2;8;11;2;21
0;0;0;0;0;0
0;0;7;3;4;7
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
17;17;12;13;21;39
0;0;0;0;0;0
0;0;1;2;0;1
0;0;0;0;0;0
10;5;13;9;6;18
0;0;0;0;0;0
3;8;3;2;0;2
0;0;0;0;0;0
0;0;0;0;0;0
4;0;2;1;0;5
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
5;2;2;12;1;4
2;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
2;0;2;2;1;13
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;2;0;0;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
6;2;3;5;2;12
71;15;50;81;34;115
0;0;0;0;0;0
0;2;0;0;0;3
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
2;7;12;9;0;34
18;10;4;4;4;15
0;0;0;0;0;0
21;11;36;25;14;44
0;0;0;0;0;0
3;0;4;1;4;1
8;4;10;9;6;12
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;2;0;0;0;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;2;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
12;0;2;4;4;16
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
4;7;2;7;3;9
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;1;0;1
1;0;3;2;0;6
65;35;51;94;20;116
0;0;0;0;0;3
11;14;28;14;12;49
0;0;0;0;0;2
2;3;2;6;4;18
8;3;6;4;4;6
0;0;0;0;0;0
0;2;2;2;0;5
4;5;4;12;0;16
0;0;0;0;0;0
0;0;0;0;0;0
1;2;2;0;1;2
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;1;0;5
0;0;0;0;0;0
17;8;8;9;7;10
0;0;0;0;0;2
6;3;2;2;2;1
0;0;0;0;2;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
14;8;15;11;11;12
0;0;0;0;0;4
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
9;0;4;9;2;11
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;1;0;0
2;2;0;2;0;3
0;0;0;0;0;0
27;17;21;14;9;33
3;1;1;8;2;14
2;3;1;0;0;4
0;0;0;0;0;0
255;174;297;303;148;577
0;0;0;0;0;0
1;0;1;6;4;4
0;0;0;0;0;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
4;0;2;4;0;2
0;0;0;0;0;0
2;6;1;1;0;4
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
13;8;21;6;6;13
0;0;0;0;0;0
0;0;2;0;0;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;2;0
0;0;0;0;0;0
17;2;11;13;0;19
0;0;0;1;2;2
15;12;21;8;14;64
0;1;3;1;0;0
0;0;0;0;0;0
0;0;0;0;0;0
13;4;3;3;6;12
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
5;6;13;11;3;31
0;0;0;0;0;2
0;0;0;0;0;4
0;0;0;4;2;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
10;0;4;3;5;13
0;0;0;2;0;0
8;3;19;7;6;29
0;0;0;0;0;1
0;0;0;0;0;0
0;0;0;0;0;0
7;2;7;8;4;14
11;7;1;3;4;2
4;0;0;7;0;0
9;2;14;17;10;39
0;0;0;0;0;0
0;0;0;0;0;0
1;0;0;0;0;0
2;0;0;0;0;0
0;0;0;0;0;2
0;3;2;3;2;3
2;2;1;3;3;9
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
